Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
4,2017-04-28,4,2017-04-29,28,856
6,2016-06-13,6,2016-06-19,10,542
6,2016-06-13,7,2016-06-20,9,543
4,2016-06-02,5,2016-06-03,5,526
4,2016-07-01,25,2016-07-26,14,579
4,2016-07-01,31,2016-07-27,16,580
4,2016-07-01,32,2016-07-28,21,581
4,2016-07-01,28,2016-07-29,19,582
4,2016-07-01,29,2016-07-30,18,583
4,2016-06-21,2,2016-06-21,9,544
3,2016-06-21,4,2016-06-22,12,545
3,2016-06-16,32,2016-07-16,11,569
3,2016-06-16,36,2016-07-17,20,570
3,2016-06-16,33,2016-07-18,15,571
3,2016-06-16,38,2016-07-19,14,572
3,2016-06-16,34,2016-07-20,12,573
3,2016-07-15,33,2016-08-13,11,597
3,2016-07-15,34,2016-08-14,15,598
3,2016-07-15,35,2016-08-15,15,599
3,2016-07-15,35,2016-08-16,16,600
3,2016-07-15,34,2016-08-17,16,601
3,2016-07-15,34,2016-08-18,12,602
3,2016-07-15,38,2016-08-19,7,603
3,2016-07-15,39,2016-08-20,8,604
3,2016-07-15,40,2016-08-21,5,605
3,2016-07-15,39,2016-08-22,5,606
5,2016-08-12,4,2016-08-12,11,596
4,2016-08-25,4,2016-08-29,13,613
5,2016-09-10,1,2016-09-10,22,625
20,2016-01-30,13,2016-02-12,10,414
17,2016-01-23,1,2016-01-23,11,394
16,2016-01-25,17,2016-02-07,17,409
16,2016-01-25,15,2016-02-08,15,410
16,2016-01-25,18,2016-02-09,17,411
9,2016-01-25,4,2016-01-25,7,396
12,2016-01-30,5,2016-02-01,21,403
12,2016-01-30,8,2016-02-02,18,404
12,2016-01-30,4,2016-02-03,17,405
11,2016-02-13,24,2016-03-03,21,434
34,2016-02-15,9,2016-02-21,14,423
34,2016-02-15,9,2016-02-22,15,424
12,2016-02-19,20,2016-03-10,28,441
12,2016-02-19,25,2016-03-11,28,442
12,2016-02-19,22,2016-03-12,31,443
4,2016-03-14,21,2016-04-02,23,464
4,2016-03-14,24,2016-04-03,24,465
8,2016-03-05,4,2016-03-08,34,439
8,2016-03-05,7,2016-03-09,27,440
15,2016-02-27,10,2016-03-04,14,435
15,2016-02-27,10,2016-03-05,19,436
15,2016-02-27,10,2016-03-06,27,437
15,2016-02-27,14,2016-03-07,30,438
9,2016-03-29,15,2016-04-10,10,472
9,2016-03-29,15,2016-04-11,5,473
9,2016-03-29,18,2016-04-12,3,474
9,2016-03-29,16,2016-04-13,6,475
9,2016-03-29,21,2016-04-14,1,476
6,2016-04-27,7,2016-05-02,13,494
5,2017-06-29,11,2017-07-05,15,923
5,2017-06-29,9,2017-07-06,9,924
5,2017-06-29,8,2017-07-07,6,925
5,2017-06-29,13,2017-07-08,6,926
4,2017-08-02,13,2017-08-14,12,963
4,2017-08-02,13,2017-08-15,13,964
4,2017-08-02,15,2017-08-16,16,965
4,2017-08-02,18,2017-08-17,17,966
4,2017-08-02,17,2017-08-18,19,967
5,2017-08-19,6,2017-08-20,15,969
5,2017-08-19,7,2017-08-21,10,970
5,2017-08-19,6,2017-08-22,7,971
5,2017-08-19,8,2017-08-23,8,972
5,2017-08-19,10,2017-08-24,6,973
5,2017-08-19,10,2017-08-25,15,974
4,2017-08-13,16,2017-08-26,12,975
4,2017-08-13,17,2017-08-27,9,976
4,2017-08-13,17,2017-08-28,19,977
4,2017-08-13,17,2017-08-29,17,978
4,2017-08-13,17,2017-08-30,16,979
4,2017-08-13,20,2017-08-31,12,980
4,2017-08-13,22,2017-09-01,14,981
4,2017-08-13,21,2017-09-02,19,982
5,2017-09-08,6,2017-09-09,9,989
9,2017-01-14,1,2017-01-14,28,751
14,2017-01-09,12,2017-01-16,31,753
14,2017-01-09,9,2017-01-17,34,754
14,2017-01-09,13,2017-01-18,33,755
14,2017-01-09,13,2017-01-19,33,756
14,2017-01-09,14,2017-01-20,29,757
7,2017-01-11,7,2017-01-15,24,752
16,2017-01-31,7,2017-02-04,20,772
16,2017-01-31,10,2017-02-05,32,773
16,2017-01-31,11,2017-02-06,33,774
16,2017-01-31,10,2017-02-07,30,775
16,2017-01-31,10,2017-02-08,28,776
16,2017-01-31,9,2017-02-09,23,777
16,2017-01-31,10,2017-02-10,19,778
6,2017-01-22,3,2017-01-22,27,759
6,2017-01-22,6,2017-01-23,24,760
6,2017-01-22,4,2017-01-24,20,761
7,2017-01-23,7,2017-01-29,25,766
7,2017-01-23,11,2017-01-30,22,767
7,2017-01-24,1,2017-01-25,16,762
18,2017-02-02,9,2017-02-11,20,779
18,2017-02-02,11,2017-02-12,21,780
18,2017-02-02,16,2017-02-13,26,781
18,2017-02-02,13,2017-02-14,32,782
18,2017-02-02,13,2017-02-15,32,783
18,2017-02-02,19,2017-02-16,25,784
8,2017-02-27,31,2017-03-26,22,822
8,2017-02-27,28,2017-03-27,15,823
8,2017-02-27,33,2017-03-28,17,824
8,2017-02-27,32,2017-03-29,13,825
8,2017-02-27,35,2017-03-30,17,826
7,2017-02-20,1,2017-02-20,21,788
6,2017-03-09,5,2017-03-09,33,805
6,2017-03-09,6,2017-03-10,33,806
4,2017-03-09,2,2017-03-11,32,807
4,2017-03-09,6,2017-03-12,24,808
6,2017-03-11,7,2017-03-13,20,809
6,2017-03-11,7,2017-03-14,19,810
6,2017-03-11,4,2017-03-15,18,811
6,2017-03-11,10,2017-03-16,18,812
6,2017-03-11,6,2017-03-17,17,813
6,2017-03-11,10,2017-03-18,16,814
6,2017-03-11,13,2017-03-19,12,815
5,2017-04-16,16,2017-04-29,29,856
5,2017-04-16,15,2017-04-30,15,857
3,2017-04-01,9,2017-04-06,12,833
3,2017-04-01,7,2017-04-07,21,834
3,2017-04-01,7,2017-04-08,23,835
6,2017-05-13,0,2017-05-13,3,870
6,2017-05-13,6,2017-05-14,3,871
5,2017-05-06,5,2017-05-07,20,864
5,2016-06-11,4,2016-06-11,16,534
5,2016-06-11,4,2016-06-12,13,535
3,2016-07-18,31,2016-08-15,16,599
3,2016-07-18,32,2016-08-16,17,600
3,2016-07-18,32,2016-08-17,17,601
3,2016-07-18,35,2016-08-18,13,602
3,2016-07-18,32,2016-08-19,8,603
3,2016-07-18,38,2016-08-20,9,604
3,2016-07-18,34,2016-08-21,6,605
3,2016-07-18,35,2016-08-22,6,606
5,2016-08-13,3,2016-08-13,12,597
4,2016-08-02,31,2016-08-31,13,615
4,2016-08-02,33,2016-09-01,13,616
3,2016-08-27,20,2016-09-15,7,630
4,2016-09-07,7,2016-09-09,9,624
4,2016-09-07,5,2016-09-10,23,625
4,2016-09-10,5,2016-09-11,19,626
12,2016-12-16,25,2017-01-08,10,745
12,2016-12-16,28,2017-01-09,23,746
12,2016-12-16,25,2017-01-10,23,747
12,2016-12-16,27,2017-01-11,27,748
12,2016-12-16,27,2017-01-12,28,749
12,2016-12-16,30,2017-01-13,27,750
16,2015-12-30,0,2015-12-30,21,370
16,2015-12-30,2,2015-12-31,29,371
15,2016-01-21,25,2016-02-12,11,414
15,2016-01-21,25,2016-02-13,11,415
15,2016-01-21,24,2016-02-14,14,416
15,2016-01-21,27,2016-02-15,12,417
15,2016-01-21,30,2016-02-16,12,418
10,2016-02-09,1,2016-02-10,18,412
17,2016-02-11,19,2016-02-28,16,430
17,2016-02-11,23,2016-02-29,17,431
17,2016-02-11,23,2016-03-01,17,432
14,2016-02-12,14,2016-02-24,14,426
10,2016-03-02,16,2016-03-14,17,445
10,2016-03-02,13,2016-03-15,21,446
10,2016-03-02,16,2016-03-16,17,447
11,2016-03-02,0,2016-03-02,20,433
11,2016-03-02,4,2016-03-03,22,434
15,2016-02-27,6,2016-03-04,15,435
15,2016-02-27,9,2016-03-05,20,436
15,2016-02-27,12,2016-03-06,28,437
15,2016-02-27,9,2016-03-07,31,438
10,2016-02-17,24,2016-03-09,28,440
10,2016-02-17,27,2016-03-10,29,441
10,2016-02-17,24,2016-03-11,29,442
10,2016-02-17,25,2016-03-12,32,443
6,2016-03-29,11,2016-04-07,15,469
6,2016-03-29,12,2016-04-08,15,470
6,2016-03-29,13,2016-04-09,15,471
5,2016-03-31,4,2016-04-01,19,463
5,2016-03-31,6,2016-04-02,24,464
6,2017-06-24,4,2017-06-24,3,912
4,2017-08-13,15,2017-08-26,13,975
4,2017-08-13,15,2017-08-27,10,976
4,2017-08-13,18,2017-08-28,20,977
4,2017-08-13,21,2017-08-29,18,978
4,2017-08-13,17,2017-08-30,17,979
4,2017-08-13,22,2017-08-31,13,980
4,2017-08-13,21,2017-09-01,15,981
4,2017-08-13,21,2017-09-02,20,982
4,2017-08-29,24,2017-09-18,8,998
4,2017-08-29,23,2017-09-19,9,999
4,2017-08-29,23,2017-09-20,10,1000
5,2017-08-22,12,2017-09-03,10,983
5,2017-08-22,18,2017-09-04,10,984
4,2017-09-04,6,2017-09-05,10,985
4,2017-09-04,5,2017-09-06,6,986
4,2017-09-04,6,2017-09-07,5,987
4,2017-09-04,4,2017-09-08,9,988
24,2017-01-01,3,2017-01-01,27,738
24,2017-01-01,1,2017-01-02,22,739
24,2017-01-01,2,2017-01-03,16,740
24,2017-01-01,8,2017-01-04,13,741
8,2017-01-18,3,2017-01-18,34,755
8,2017-01-18,4,2017-01-19,34,756
8,2017-01-18,4,2017-01-20,30,757
26,2017-01-05,4,2017-01-05,12,742
6,2017-01-24,2,2017-01-25,17,762
11,2017-01-25,34,2017-02-23,11,791
11,2017-01-25,32,2017-02-24,12,792
11,2017-01-25,32,2017-02-25,13,793
11,2017-01-25,37,2017-02-26,32,794
5,2017-01-26,4,2017-01-29,26,766
14,2017-01-18,24,2017-02-10,20,778
14,2017-01-18,28,2017-02-11,21,779
14,2017-01-18,27,2017-02-12,22,780
14,2017-01-18,29,2017-02-13,27,781
14,2017-01-18,28,2017-02-14,33,782
14,2017-01-18,33,2017-02-15,33,783
14,2017-01-18,31,2017-02-16,26,784
10,2017-01-18,19,2017-02-05,33,773
10,2017-01-18,24,2017-02-06,34,774
10,2017-01-18,23,2017-02-07,31,775
10,2017-01-18,24,2017-02-08,29,776
6,2017-01-18,4,2017-01-22,28,759
6,2017-01-18,9,2017-01-23,25,760
6,2017-01-18,10,2017-01-24,21,761
18,2017-02-04,1,2017-02-04,21,772
6,2017-03-12,22,2017-03-30,18,826
6,2017-03-12,23,2017-03-31,19,827
6,2017-03-12,21,2017-04-01,18,828
6,2017-03-12,26,2017-04-02,17,829
5,2017-04-16,14,2017-04-29,30,856
5,2017-04-16,15,2017-04-30,16,857
4,2017-05-04,2,2017-05-06,21,863
4,2017-05-04,7,2017-05-07,21,864
4,2017-05-04,9,2017-05-08,13,865
3,2016-07-05,4,2016-07-08,11,561
3,2016-07-05,5,2016-07-09,9,562
3,2016-06-30,10,2016-07-07,6,560
4,2016-07-21,11,2016-07-29,20,582
4,2016-07-21,10,2016-07-30,19,583
4,2016-07-21,12,2016-07-31,19,584
4,2016-07-21,14,2016-08-01,17,585
3,2016-07-16,4,2016-07-18,16,571
3,2016-07-16,4,2016-07-19,15,572
3,2016-07-16,7,2016-07-20,13,573
4,2016-08-21,16,2016-09-03,7,618
6,2016-08-21,13,2016-08-30,11,614
6,2016-08-21,15,2016-08-31,14,615
6,2016-08-21,13,2016-09-01,14,616
6,2016-08-21,16,2016-09-02,10,617
4,2016-08-31,26,2016-09-24,9,639
3,2016-08-28,5,2016-08-29,14,613
5,2016-09-13,4,2016-09-17,6,632
5,2016-09-13,7,2016-09-18,6,633
4,2016-09-23,5,2016-09-23,7,638
34,2016-02-10,15,2016-02-20,16,422
34,2016-02-10,14,2016-02-21,15,423
34,2016-02-10,12,2016-02-22,16,424
14,2016-02-12,14,2016-02-24,15,426
11,2016-02-05,27,2016-02-28,17,430
11,2016-02-05,24,2016-02-29,18,431
11,2016-02-05,28,2016-03-01,18,432
11,2016-02-05,27,2016-03-02,21,433
11,2016-02-05,31,2016-03-03,23,434
12,2016-01-30,2,2016-02-01,22,403
12,2016-01-30,3,2016-02-02,19,404
2,2016-03-14,24,2016-04-07,16,469
2,2016-03-14,29,2016-04-08,16,470
2,2016-03-14,26,2016-04-09,16,471
9,2016-03-15,0,2016-03-15,22,446
6,2016-04-05,1,2016-04-05,17,467
7,2016-03-25,2,2016-03-25,14,456
7,2016-03-25,3,2016-03-26,12,457
3,2016-06-11,5,2016-06-11,17,534
8,2016-05-27,3,2016-05-30,24,522
8,2016-05-27,5,2016-05-31,23,523
8,2016-05-27,10,2016-06-01,23,524
8,2016-05-27,9,2016-06-02,23,525
23,2016-01-06,1,2016-01-06,22,377
10,2016-01-07,3,2016-01-09,29,380
15,2016-01-25,20,2016-02-11,14,413
12,2016-01-29,5,2016-01-31,19,402
12,2016-01-29,5,2016-02-01,23,403
11,2016-02-05,24,2016-02-28,18,430
11,2016-02-05,26,2016-02-29,19,431
11,2016-02-05,30,2016-03-01,19,432
11,2016-02-05,31,2016-03-02,22,433
11,2016-02-05,31,2016-03-03,24,434
14,2016-02-07,4,2016-02-07,18,409
14,2016-02-07,5,2016-02-08,16,410
14,2016-02-07,7,2016-02-09,18,411
21,2016-02-25,11,2016-03-05,21,436
21,2016-02-25,13,2016-03-06,29,437
21,2016-02-25,16,2016-03-07,32,438
2,2016-03-03,30,2016-04-02,25,464
2,2016-03-03,33,2016-04-03,25,465
2,2016-03-03,36,2016-04-04,19,466
2,2016-03-03,37,2016-04-05,18,467
2,2016-03-03,36,2016-04-06,13,468
8,2016-03-07,3,2016-03-09,29,440
8,2016-03-09,7,2016-03-12,33,443
8,2016-03-09,7,2016-03-13,28,444
8,2016-03-09,6,2016-03-14,18,445
8,2016-03-09,10,2016-03-15,23,446
8,2016-03-09,9,2016-03-16,18,447
8,2016-03-09,8,2016-03-17,15,448
8,2016-03-10,0,2016-03-10,30,441
11,2016-03-17,5,2016-03-18,24,449
4,2016-04-28,4,2016-05-01,10,493
4,2016-06-20,5,2016-06-20,10,543
4,2016-06-20,6,2016-06-21,10,544
3,2016-06-25,27,2016-07-18,17,571
3,2016-06-25,25,2016-07-19,16,572
3,2016-06-25,25,2016-07-20,14,573
3,2016-06-25,29,2016-07-21,13,574
4,2016-07-15,0,2016-07-15,8,568
3,2016-07-16,17,2016-07-31,20,584
5,2016-07-21,12,2016-07-28,22,581
5,2016-07-21,13,2016-07-29,21,582
5,2016-07-21,10,2016-07-30,20,583
7,2016-08-31,9,2016-09-09,10,624
4,2016-09-10,0,2016-09-10,24,625
4,2016-09-10,6,2016-09-11,20,626
12,2016-12-14,28,2017-01-08,11,745
12,2016-12-14,28,2017-01-09,24,746
12,2016-12-14,27,2017-01-10,24,747
23,2017-01-01,6,2017-01-03,17,740
23,2017-01-01,3,2017-01-04,14,741
23,2017-01-01,6,2017-01-05,13,742
23,2017-01-01,6,2017-01-06,8,743
23,2017-01-01,9,2017-01-07,6,744
19,2017-01-01,3,2017-01-02,23,739
11,2017-01-03,19,2017-01-22,29,759
11,2017-01-03,23,2017-01-23,26,760
11,2017-01-03,25,2017-01-24,22,761
11,2017-01-03,23,2017-01-25,18,762
11,2017-01-03,28,2017-01-26,17,763
11,2017-01-14,0,2017-01-14,29,751
9,2017-01-21,0,2017-01-21,35,758
14,2017-01-21,22,2017-02-12,23,780
14,2017-01-21,24,2017-02-13,28,781
14,2017-01-21,29,2017-02-14,34,782
14,2017-01-21,25,2017-02-15,34,783
5,2017-01-27,7,2017-01-29,27,766
5,2017-01-27,8,2017-01-30,23,767
14,2017-01-29,28,2017-02-26,33,794
14,2017-01-29,32,2017-02-27,33,795
14,2017-01-29,33,2017-02-28,26,796
14,2017-01-29,35,2017-03-01,24,797
14,2017-01-29,35,2017-03-02,17,798
25,2017-02-24,6,2017-02-25,14,793
5,2017-03-28,15,2017-04-08,24,835
5,2017-03-28,17,2017-04-09,15,836
5,2017-04-16,15,2017-04-29,31,856
5,2017-04-16,19,2017-04-30,17,857
3,2017-04-26,14,2017-05-06,22,863
3,2017-04-26,16,2017-05-07,22,864
3,2017-04-26,16,2017-05-08,14,865
6,2017-06-30,5,2017-06-30,9,918
6,2017-06-30,5,2017-07-01,11,919
6,2017-06-24,26,2017-07-16,13,934
6,2017-06-24,24,2017-07-17,10,935
6,2017-06-24,25,2017-07-18,10,936
6,2017-09-13,5,2017-09-14,7,994
6,2017-09-13,7,2017-09-15,11,995
6,2017-09-13,5,2017-09-16,9,996
5,2017-08-04,22,2017-08-26,14,975
5,2017-08-04,28,2017-08-27,11,976
5,2017-08-04,24,2017-08-28,21,977
5,2017-08-04,29,2017-08-29,19,978
5,2017-08-04,28,2017-08-30,18,979
4,2016-09-23,0,2016-09-23,8,638
4,2016-09-23,3,2016-09-24,10,639
20,2017-02-13,2,2017-02-15,35,783
20,2017-02-13,5,2017-02-16,27,784
20,2017-02-13,4,2017-02-17,19,785
5,2017-01-26,3,2017-01-29,28,766
6,2017-01-25,0,2017-01-25,19,762
29,2017-01-22,27,2017-02-18,20,786
29,2017-01-22,31,2017-02-19,15,787
29,2017-01-22,31,2017-02-20,22,788
29,2017-01-22,31,2017-02-21,18,789
29,2017-01-22,35,2017-02-22,12,790
29,2017-01-22,32,2017-02-23,12,791
29,2017-01-22,37,2017-02-24,13,792
12,2017-01-24,13,2017-02-04,22,772
12,2017-01-24,16,2017-02-05,34,773
12,2017-01-24,13,2017-02-06,35,774
12,2017-01-24,14,2017-02-07,32,775
12,2017-01-24,20,2017-02-08,30,776
12,2017-01-24,18,2017-02-09,24,777
12,2017-01-24,18,2017-02-10,21,778
12,2017-01-24,21,2017-02-11,22,779
8,2017-01-20,1,2017-01-21,36,758
8,2017-01-20,5,2017-01-22,30,759
8,2017-01-20,3,2017-01-23,27,760
8,2017-01-20,8,2017-01-24,23,761
8,2017-01-18,1,2017-01-18,35,755
8,2017-01-18,2,2017-01-19,35,756
8,2017-01-18,4,2017-01-20,31,757
5,2017-04-24,13,2017-05-06,23,863
5,2017-04-24,17,2017-05-07,23,864
5,2017-04-24,18,2017-05-08,15,865
3,2017-04-16,2,2017-04-17,8,844
4,2017-04-11,3,2017-04-13,12,840
3,2017-04-04,6,2017-04-10,10,837
3,2017-04-04,12,2017-04-11,13,838
3,2017-04-04,10,2017-04-12,11,839
6,2017-03-18,6,2017-03-19,13,815
6,2017-03-18,2,2017-03-20,9,816
6,2017-03-18,7,2017-03-21,10,817
6,2017-03-18,9,2017-03-22,11,818
6,2017-03-18,9,2017-03-23,11,819
13,2017-03-04,4,2017-03-05,32,801
13,2017-03-04,4,2017-03-06,30,802
13,2017-03-04,5,2017-03-07,34,803
13,2017-03-04,4,2017-03-08,34,804
13,2017-03-04,5,2017-03-09,34,805
4,2017-02-23,4,2017-02-26,34,794
4,2016-06-10,4,2016-06-13,8,536
7,2016-07-18,0,2016-07-18,18,571
4,2016-07-18,33,2016-08-15,17,599
4,2016-07-18,31,2016-08-16,18,600
4,2016-07-18,34,2016-08-17,18,601
4,2016-07-18,31,2016-08-18,14,602
4,2016-07-18,34,2016-08-19,9,603
4,2016-07-18,38,2016-08-20,10,604
4,2016-07-18,38,2016-08-21,7,605
4,2016-07-18,39,2016-08-22,7,606
5,2016-09-10,2,2016-09-10,25,625
5,2016-09-10,5,2016-09-11,21,626
10,2016-02-29,9,2016-03-08,35,439
15,2016-02-29,4,2016-03-04,16,435
15,2016-02-29,9,2016-03-05,22,436
15,2016-02-29,8,2016-03-06,30,437
15,2016-02-29,7,2016-03-07,33,438
8,2016-02-15,26,2016-03-11,30,442
8,2016-02-15,30,2016-03-12,34,443
12,2016-02-08,0,2016-02-08,17,410
12,2016-02-08,4,2016-02-09,19,411
11,2016-02-05,23,2016-02-28,19,430
11,2016-02-05,24,2016-02-29,20,431
11,2016-02-05,25,2016-03-01,20,432
11,2016-02-05,30,2016-03-02,23,433
11,2016-02-05,29,2016-03-03,25,434
12,2016-01-30,5,2016-02-01,24,403
12,2016-01-30,7,2016-02-02,20,404
7,2016-01-28,8,2016-01-31,20,402
6,2016-05-16,32,2016-06-13,9,536
6,2016-05-16,32,2016-06-14,5,537
6,2016-05-16,31,2016-06-15,4,538
6,2016-05-16,33,2016-06-16,4,539
6,2016-05-16,33,2016-06-17,4,540
6,2016-05-16,33,2016-06-18,7,541
6,2016-05-16,38,2016-06-19,11,542
6,2016-05-16,37,2016-06-20,11,543
6,2016-05-16,39,2016-06-21,11,544
4,2016-03-12,26,2016-04-02,26,464
4,2016-03-12,24,2016-04-03,26,465
4,2016-03-12,28,2016-04-04,20,466
4,2016-03-12,28,2016-04-05,19,467
8,2016-03-09,2,2016-03-09,30,440
13,2016-02-03,29,2016-02-27,7,429
13,2016-02-03,26,2016-02-28,20,430
13,2016-02-03,28,2016-02-29,21,431
13,2016-02-03,27,2016-03-01,21,432
15,2016-02-10,22,2016-03-02,24,433
15,2016-02-10,23,2016-03-03,26,434
7,2016-01-19,5,2016-01-22,14,393
7,2016-01-19,9,2016-01-23,12,394
7,2016-01-19,9,2016-01-24,8,395
7,2016-01-26,3,2016-01-26,7,397
15,2016-01-27,20,2016-02-11,15,413
21,2016-01-04,28,2016-01-31,21,402
21,2016-01-04,30,2016-02-01,25,403
21,2016-01-04,33,2016-02-02,21,404
21,2016-01-04,30,2016-02-03,18,405
21,2016-01-04,35,2016-02-04,13,406
21,2016-01-04,34,2016-02-05,14,407
8,2016-01-18,3,2016-01-19,16,390
8,2016-01-18,5,2016-01-20,13,391
10,2016-01-15,0,2016-01-15,21,386
10,2016-01-15,2,2016-01-16,26,387
10,2016-01-15,2,2016-01-17,26,388
10,2016-01-15,8,2016-01-18,15,389
11,2015-12-25,21,2016-01-11,17,382
11,2015-12-25,21,2016-01-12,24,383
11,2015-12-25,24,2016-01-13,17,384
11,2015-12-25,21,2016-01-14,20,385
5,2016-07-24,3,2016-07-24,16,577
5,2016-07-24,1,2016-07-25,15,578
3,2016-07-06,7,2016-07-10,6,563
3,2016-07-06,5,2016-07-11,7,564
3,2016-07-06,6,2016-07-12,5,565
3,2016-07-12,6,2016-07-13,4,566
4,2016-07-18,33,2016-08-15,18,599
4,2016-07-18,31,2016-08-16,19,600
4,2016-07-18,30,2016-08-17,19,601
4,2016-07-18,36,2016-08-18,15,602
4,2016-07-18,34,2016-08-19,10,603
4,2016-07-18,34,2016-08-20,11,604
4,2016-07-18,36,2016-08-21,8,605
5,2016-06-06,1,2016-06-07,4,530
5,2016-06-06,4,2016-06-08,4,531
5,2016-06-06,7,2016-06-09,6,532
5,2016-06-06,5,2016-06-10,16,533
5,2016-06-06,9,2016-06-11,18,534
3,2016-06-12,3,2016-06-12,14,535
5,2016-05-15,5,2016-05-19,1,511
5,2016-05-15,9,2016-05-20,3,512
5,2016-05-15,10,2016-05-21,3,513
4,2016-05-27,4,2016-05-30,25,522
4,2016-05-27,7,2016-05-31,24,523
4,2016-05-27,5,2016-06-01,24,524
4,2016-05-27,7,2016-06-02,24,525
7,2016-04-27,4,2016-04-27,2,489
8,2016-03-16,9,2016-03-21,15,452
8,2016-03-16,11,2016-03-22,16,453
8,2016-03-16,12,2016-03-23,15,454
8,2016-03-16,13,2016-03-24,8,455
8,2016-03-29,1,2016-03-30,16,461
8,2016-03-29,2,2016-03-31,19,462
8,2017-01-03,23,2017-01-21,37,758
8,2017-01-03,19,2017-01-22,31,759
12,2017-01-12,9,2017-01-17,35,754
12,2017-01-12,11,2017-01-18,36,755
12,2017-01-12,11,2017-01-19,36,756
12,2017-01-12,9,2017-01-20,32,757
11,2016-12-09,17,2016-12-26,1,732
11,2016-12-09,22,2016-12-27,7,733
11,2016-12-09,21,2016-12-28,7,734
11,2016-12-09,25,2016-12-29,8,735
20,2016-12-29,6,2016-12-31,17,737
20,2016-12-29,6,2017-01-01,28,738
25,2016-12-30,9,2017-01-03,18,740
25,2016-12-30,9,2017-01-04,15,741
25,2016-12-30,6,2017-01-05,14,742
5,2016-09-26,4,2016-09-28,8,643
6,2016-09-06,3,2016-09-08,8,623
6,2016-09-06,8,2016-09-09,11,624
6,2016-09-06,9,2016-09-10,26,625
6,2016-09-06,7,2016-09-11,22,626
3,2016-09-14,15,2016-09-29,11,644
3,2016-09-14,18,2016-09-30,10,645
3,2016-09-14,19,2016-10-01,14,646
3,2016-08-07,23,2016-08-25,4,609
3,2016-08-07,23,2016-08-26,14,610
3,2016-08-07,21,2016-08-27,12,611
5,2016-08-09,24,2016-09-02,11,617
5,2016-08-09,28,2016-09-03,8,618
5,2016-08-09,30,2016-09-04,6,619
5,2016-08-09,28,2016-09-05,4,620
5,2016-08-09,31,2016-09-06,7,621
5,2016-08-09,32,2016-09-07,8,622
4,2017-05-29,19,2017-06-14,13,902
4,2017-05-29,21,2017-06-15,11,903
4,2017-05-03,6,2017-05-06,24,863
4,2017-05-03,7,2017-05-07,24,864
4,2017-05-03,9,2017-05-08,16,865
4,2017-05-03,8,2017-05-09,9,866
3,2017-04-10,5,2017-04-14,8,841
3,2017-04-10,6,2017-04-15,8,842
4,2017-04-11,2,2017-04-11,14,838
4,2017-04-20,1,2017-04-20,10,847
4,2017-04-20,6,2017-04-21,4,848
5,2017-03-23,11,2017-03-31,20,827
5,2017-03-23,13,2017-04-01,19,828
6,2017-03-21,12,2017-03-28,18,824
3,2017-04-02,5,2017-04-03,12,830
3,2017-04-02,7,2017-04-04,10,831
3,2017-03-30,11,2017-04-06,13,833
3,2017-03-30,8,2017-04-07,22,834
3,2017-03-30,9,2017-04-08,25,835
5,2017-03-29,1,2017-03-30,19,826
5,2017-03-29,4,2017-03-31,21,827
5,2017-03-29,7,2017-04-01,20,828
5,2017-03-29,9,2017-04-02,18,829
5,2017-03-29,8,2017-04-03,13,830
5,2017-03-29,11,2017-04-04,11,831
5,2017-03-29,12,2017-04-05,13,832
4,2017-03-07,3,2017-03-08,35,804
4,2017-03-07,3,2017-03-09,35,805
4,2017-03-07,5,2017-03-10,34,806
4,2017-03-07,7,2017-03-11,33,807
4,2017-03-07,7,2017-03-12,25,808
4,2017-03-16,1,2017-03-17,18,813
4,2017-03-16,7,2017-03-18,17,814
4,2017-03-16,4,2017-03-19,14,815
4,2017-03-16,6,2017-03-20,10,816
4,2017-03-16,9,2017-03-21,11,817
4,2017-03-19,9,2017-03-23,12,819
4,2017-03-19,10,2017-03-24,32,820
4,2017-03-19,8,2017-03-25,34,821
4,2017-03-19,11,2017-03-26,23,822
4,2017-03-19,9,2017-03-27,16,823
20,2017-02-13,3,2017-02-14,35,782
20,2017-02-13,2,2017-02-15,36,783
20,2017-02-13,5,2017-02-16,28,784
20,2017-02-13,9,2017-02-17,20,785
10,2017-02-11,3,2017-02-11,23,779
10,2017-02-11,3,2017-02-12,24,780
10,2017-02-11,2,2017-02-13,29,781
6,2017-03-04,2,2017-03-05,33,801
6,2017-03-04,3,2017-03-06,31,802
21,2017-01-31,7,2017-02-04,23,772
21,2017-01-31,5,2017-02-05,35,773
21,2017-01-31,9,2017-02-06,36,774
21,2017-01-31,10,2017-02-07,33,775
21,2017-01-31,13,2017-02-08,31,776
21,2017-01-31,13,2017-02-09,25,777
21,2017-01-31,13,2017-02-10,22,778
8,2017-01-30,28,2017-02-23,13,791
8,2017-01-30,26,2017-02-24,14,792
8,2017-01-30,27,2017-02-25,15,793
8,2017-01-30,30,2017-02-26,35,794
19,2017-01-17,9,2017-01-23,28,760
19,2017-01-17,10,2017-01-24,24,761
19,2017-01-17,8,2017-01-25,20,762
19,2017-01-17,14,2017-01-26,18,763
19,2017-01-17,11,2017-01-27,17,764
7,2017-01-14,2,2017-01-14,30,751
7,2017-01-14,2,2017-01-15,25,752
7,2017-01-14,4,2017-01-16,32,753
5,2017-09-12,12,2017-09-19,10,999
4,2017-09-11,16,2017-09-25,8,1005
4,2017-09-11,18,2017-09-26,8,1006
4,2017-09-11,20,2017-09-27,5,1007
